#{"t_start": 1749861829.2679536, "env_id": "None"}
r,l,t
-3639.9102,33,469.301856
-3395.8823,30,469.351625
-2349.4514,74,469.385569
-3689.4014,44,469.40294
-1777.6362,10,469.454564
-2056.3223,40,469.487196
-3256.4214,96,469.504564
-3394.915,31,469.570447
-2099.912,53,469.635569
-3362.502,30,469.720138
-2995.9663,25,469.720192
-2356.2583,56,469.737404
-3298.151,62,469.771456
2381.512,401,469.804044
-6839.9824,73,469.852871
-1888.1907,61,469.869824
-2225.3499,85,469.953705
-2040.1658,24,470.038281
-6431.397,401,470.038335
-1824.5402,22,470.088533
-4117.0127,39,470.155854
-2913.7085,47,470.189635
-1821.1458,50,470.189683
-2781.2637,43,470.206326
-3479.9397,31,470.239989
-3641.723,139,470.240033
-3227.7715,29,470.340641
-2919.9785,24,470.357568
-2667.2732,21,470.391295
-3959.768,37,470.391361
-5084.027,61,470.408407
-1483.8877,11,470.572761
-5079.996,51,470.587932
-2839.9998,23,470.621226
-2056.8213,47,470.654697
-3793.0278,237,470.688301
-3079.9949,26,470.787712
-2496.931,401,470.850562
-1775.9502,11,470.867598
-3747.019,38,470.867641
-2531.8887,57,470.985696
-2900.4849,24,470.985753
-3063.9944,96,471.053481
-122.32251,387,471.070319
-3999.503,55,471.104108
-2819.4177,31,471.137643
-1497.582,193,471.171238
-1849.5996,48,471.187971
-1876.1304,48,471.205011
-2590.5469,20,471.205049
-2279.6536,36,471.255276
-2650.8027,28,471.337762
-972.31915,10,471.371291
-2999.9902,25,471.404828
-5067.3047,77,471.620664
-2773.7898,32,471.637793
-1790.7463,64,471.637839
-2510.3804,52,471.654792
-2970.7637,25,471.671729
-2283.3909,38,471.771356
-3828.354,48,471.787932
-3076.339,26,471.803738
-2818.8555,24,471.803782
-2881.3667,57,471.803794
-4279.999,41,471.852165
-2849.9287,106,471.95228
-1529.8771,24,472.035472
-2999.6428,25,472.05236
-3150.637,27,472.06922
-3239.9727,28,472.119787
-2767.3252,25,472.219743
-2117.7603,14,472.270103
-5901.4653,72,472.270154
-3550.5105,73,472.270167
-1894.2511,27,472.303886
-3079.0312,38,472.404899
-1345.9482,27,472.573934
-1278.3575,401,472.590961
-4728.5923,48,472.607791
-2751.477,41,472.641293
-4448.6963,67,472.791208
-2143.9292,32,472.808294
-3538.1396,32,472.808337
-3860.997,63,472.841847
-4005.9043,41,472.992827
-2618.711,23,472.992886
-5603.3535,176,473.026457
-2355.951,19,473.126441
-1683.3142,63,473.126493
-2599.77,20,473.177085
-2879.0618,59,473.210785
-2882.2017,86,473.241661
-1855.1879,38,473.27501
888.93616,401,473.291746
-215.66301,401,473.30904
-2120.1033,49,473.392995
-2919.9858,24,473.42667
-1394.5913,10,473.443726
-1364.311,40,473.46087
-3339.5947,30,473.494666
-4263.0947,41,473.494712
-1792.3588,23,473.5117
-2624.5532,25,473.546893
-4133.7354,58,473.563645
-1551.1365,9,473.660426
-3567.1367,233,473.694386
-1830.6221,22,473.760742
-1473.3987,34,473.777265
-4124.742,271,473.810597
-2839.9998,23,473.877609
-2957.9028,36,473.894729
-2427.225,401,473.89477
-1878.0063,37,473.928388
-3337.8247,30,473.963479
-4374.654,385,473.997068
-4919.7256,49,473.997118
-2105.4312,35,474.029961
-1670.7172,48,474.046783
-3879.3345,36,474.144295
-1914.7393,40,474.160767
-2919.027,24,474.177229
-1682.3708,11,474.208537
-1950.3237,22,474.352424
273.59262,401,474.402719
-2540.5237,60,474.419263
-2528.9346,48,474.45186
-3619.8438,37,474.501117
-4038.7773,38,474.501165
-1814.3333,45,474.549123
-1835.8088,42,474.581049
-1478.8401,14,474.646297
-2076.401,47,474.695286
-2741.5854,32,474.695335
-2105.3074,46,474.711801
-3159.9993,27,474.8807
-2999.9995,25,474.897178
-2698.3728,59,474.946206
2014.1267,401,474.978801
-3291.9517,29,475.011365
-3335.6802,42,475.027913
-1346.3629,21,475.027954
979.99304,401,475.141983
-2119.9956,14,475.206774
-3726.9512,73,475.223434
-6919.963,74,475.338685
-3074.4976,76,475.387784
-6171.6006,65,475.453588
-1602.4332,50,475.453641
-2408.7393,62,475.502651
-3479.1548,31,475.534348
-2645.689,21,475.565101
-2952.1292,26,475.565152
-4348.0327,42,475.565165
-2832.395,23,475.581875
2281.306,401,475.712981
-2825.4197,24,475.728859
-3732.331,43,475.728904
-2010.9049,21,475.728914
-2490.067,68,475.789269
-2199.7078,15,475.804409
-5258.3193,55,475.836238
-2917.258,24,475.950987
-2210.7437,28,475.951045
-3559.2678,32,475.967617
-1921.2661,17,476.000757
-2434.8667,18,476.017367
-5153.1074,187,476.050423
-1846.2649,16,476.066985
-2917.433,24,476.100158
-2406.8384,23,476.100206
-4344.6875,42,476.133353
-3164.4526,90,476.166495
60.75294,401,476.19952
-1236.6097,25,476.249801
-2438.6428,76,476.249858
-3027.9438,47,476.34303
-3190.6782,30,476.537022
-2679.9998,21,476.585493
-2463.8735,22,476.602094
-2372.2231,44,476.667606
-4039.9785,38,476.716872
-6398.84,401,476.763238
-4279.999,41,476.763295
-2346.8503,41,476.793373
4481.0483,401,476.810366
-1204.5934,30,476.826955
-2622.5698,55,476.842428
-1337.4579,24,476.984256
-2759.9915,22,477.017067
-2418.6953,65,477.049366
-2533.2715,55,477.082063
-2999.359,25,477.115109
-2283.7869,20,477.131833
-1858.0345,11,477.164848
-3727.6826,76,477.198004
-3190.4524,29,477.231048
-4144.723,41,477.247665
-2011.4983,46,477.280173
-3432.018,31,477.345083
-3056.9746,194,477.345136
-2706.5874,22,477.378623
-3861.7842,39,477.427879
-2819.4834,23,477.460606
-2084.8518,14,477.460656
-2005.7094,93,477.525176
-2100.963,44,477.539974
-2999.9158,25,477.572381
-1947.7917,51,477.589135
-1799.008,10,477.58918
-3204.0098,33,477.667701
-1127.3473,31,477.749902
-2722.3345,39,477.749957
-2081.6938,44,477.766901
-2181.7087,401,477.766947
-1422.0654,401,477.783742
-1799.9316,10,477.833014
-1909.2878,27,477.898018
-3488.0305,39,477.914764
-9202.382,401,477.914808
-1721.9479,47,477.961079
-1477.1707,29,478.009103
-1139.478,21,478.090509
-3557.4287,35,478.090565
-2679.837,21,478.107102
-1647.1052,47,478.140017
-4991.184,50,478.156558
-2970.5806,25,478.172999
-2359.8965,17,478.189485
-1695.7205,138,478.39953
-1669.1093,287,478.416033
-1944.6344,22,478.448814
-5033.745,55,478.465354
-3639.9429,33,478.498145
-2070.364,37,478.514699
-2534.2988,58,478.531598
-1631.2883,24,478.547987
-3874.8403,46,478.581154
-3111.5508,31,478.597865
-1832.8335,44,478.614718
-9276.921,401,478.614762
-4543.6895,63,478.614775
-2701.7227,33,478.647783
-1799.9817,10,478.664298
-5694.503,180,478.713397
-3077.9028,34,478.729127
-2168.4468,16,478.809586
-4111.9917,201,478.826307
449.97275,401,478.826353
-2712.316,22,478.891927
-1991.1238,23,478.891978
2338.6492,401,478.957752
-2670.978,21,478.957807
-2999.951,25,479.023622
-3630.3625,33,479.121859
-1873.3438,47,479.17159
-2776.4,23,479.204838
-6811.2534,73,479.204891
-2389.7754,21,479.238736
-2064.5244,47,479.238788
-2768.388,71,479.304022
-3064.0273,36,479.304078
-4417.1606,43,479.435394
-4700.1807,48,479.435453
-2599.9604,20,479.534572
-3079.912,26,479.665992
-4439.4336,43,479.731682
-2507.309,38,479.748334
-3170.0122,141,479.765228
-1539.9766,97,479.781868
-2726.3926,34,479.798536
-2999.997,25,479.848086
-2837.5132,23,479.913883
-2519.088,66,479.913938
-3929.1987,309,479.930572
-4595.6123,60,479.947662
-1152.0482,64,479.947705
-2261.0488,63,479.996799
1657.704,401,480.095162
-1716.6357,9,480.142823
-1512.5566,14,480.142875
535.976,401,480.221682
-2225.9927,95,480.221739
-3754.9312,39,480.304252
-1325.1079,31,480.304307
-3444.5127,64,480.353968
-7079.9946,76,480.418271
-3343.5864,30,480.418334
-3472.3918,31,480.451205
-2847.529,32,480.467732
-2670.6245,46,480.48431
-4839.9985,48,480.550632
-1746.7495,10,480.583287
-2056.2769,51,480.616295
-3791.111,57,480.681694
-1776.6869,23,480.796886
-4519.2954,44,480.813452
-2839.044,23,480.86237
-4679.975,46,480.895324
-1719.5873,9,480.944663
-1706.7336,10,480.977576
-1699.9485,46,480.977624
-2813.0762,23,481.059204
-3719.7544,34,481.108977
-3127.14,401,481.109029
-2119.7632,14,481.126194
-3148.4514,50,481.126236
-2355.4976,60,481.126248
-5470.983,78,481.189779
-2078.52,18,481.236892
-4839.6157,48,481.236946
-2839.9949,23,481.236959
-1719.9968,9,481.253572
-4182.0376,42,481.270538
-4234.4463,158,481.399822
-1775.5875,28,481.433027
-2664.9453,28,481.582384
-3971.2012,38,481.599648
-3392.6113,30,481.615947
-2803.5884,33,481.646971
-2179.4067,139,481.714349
-3629.532,34,481.745649
-2679.9976,21,481.745706
-5079.767,51,481.897128
-4519.5835,44,481.964938
-2814.9775,46,481.999394
-2585.8608,20,482.050458
459.2968,401,482.084565
-1575.767,9,482.118703
-2520.1475,173,482.152618
-3105.9521,29,482.235472
-1719.8552,9,482.235531
-2194.5454,68,482.252606
-3397.778,238,482.336903
-1977.769,57,482.384476
-1955.4874,68,482.384531
-3467.8457,31,482.418869
-2198.3076,15,482.486136
-2554.1567,204,482.570188
-7594.7397,83,482.619693
1966.1832,401,482.636657
-2415.9111,60,482.653627
-2731.3782,40,482.670465
-2104.4468,22,482.704424
-2820.9648,67,482.704472
-2581.0195,21,482.738373
-3879.9998,36,482.75573
-2679.9946,21,482.773071
-4679.9233,46,482.82556
-4197.424,153,482.894374
-2403.3855,26,482.928822
-1177.394,17,482.928864
-2119.9954,14,482.980206
-2343.2368,47,483.031401
-1887.551,17,483.048258
-2329.2751,41,483.080236
-1029.405,26,483.097401
-2758.5059,22,483.147678
-1124.8376,96,483.231686
-2770.2598,24,483.299003
-3431.0996,41,483.31614
-1969.5149,20,483.364319
-2584.3198,44,483.448011
-1934.416,48,483.481686
-1606.9951,12,483.498297
-1645.9976,26,483.515512
-4102.506,39,483.586906
-2792.6902,45,483.586971
-4199.991,40,483.651748
-2495.834,19,483.794268
-2760.2651,74,483.811051
-5036.3315,216,483.811091
1349.9841,401,483.954439
-2630.185,52,483.954495
-1782.4342,11,483.969523
-2648.682,22,484.002171
-4119.991,39,484.080069
-3959.9849,37,484.096738
-2127.6768,54,484.113333
-9664.152,386,484.113373
-2916.9377,24,484.192058
-2746.997,24,484.192113
-18165.225,226,484.208858
-2237.449,56,484.272559
-2679.9326,21,484.305204
-3082.899,49,484.305248
1678.8633,401,484.385441
-3282.6287,29,484.419055
-2575.3254,20,484.419101
-1832.0316,16,484.451846
-2684.7324,56,484.483278
-2589.3943,60,484.547237
-2361.0117,90,484.61355
-3013.7427,105,484.646883
-2593.2764,20,484.710664
-2998.295,25,484.710717
-3079.9998,26,484.727042
-4897.884,49,484.788852
-4029.0488,42,484.788909
-2758.4673,45,484.806219
-2381.9702,195,484.823179
-2999.419,25,484.823219
-4555.2593,158,484.85569
-3239.9976,28,484.871415
-1925.5574,48,484.967605
-4742.1924,401,485.050736
-2769.166,28,485.10057
-2366.0928,20,485.133731
-2447.4531,21,485.200173
-963.23975,401,485.200226
1512.9244,401,485.217094
-4039.9998,38,485.234044
-2258.2131,63,485.234087
-3079.9846,26,485.250807
-4181.671,40,485.366398
-4924.5596,51,485.383433
1741.2428,308,485.383474
-3582.2568,33,485.416638
-3208.0835,45,485.450061
-3159.9907,27,485.550365
-2917.1829,24,485.600321
-2823.0708,23,485.600391
-1928.8873,50,485.616396
-2832.6643,23,485.746798
-3659.8137,58,485.746854
-2415.7502,24,485.777512
-2700.412,40,485.794047
-3238.681,28,485.876401
-2439.998,18,485.893035
-5693.207,87,485.910149
-2454.8635,44,485.927217
-1971.4197,30,485.944134
-3165.4045,256,485.977654
-1591.8907,43,486.091253
-2301.5845,23,486.12501
-888.72266,22,486.292856
-2919.9993,24,486.292915
-3120.3364,46,486.359914
-1913.8843,15,486.376729
-2788.0918,25,486.394647
101.488045,401,486.461694
-5559.965,57,486.495138
-1494.6426,36,486.546103
-3246.6821,78,486.546161
-3539.6475,41,486.592664
-5479.3687,56,486.726461
-2754.8225,22,486.726522
-2661.5054,21,486.841417
-2980.6458,36,486.892156
-1236.9541,27,487.17151
-4839.987,48,487.171574
-2466.9946,46,487.221778
-1454.0293,89,487.22183
-3371.419,401,487.238988
-3639.8716,43,487.255384
-2795.6494,44,487.272156
-1660.1377,53,487.272203
-1857.2615,35,487.305237
-3505.0522,199,487.388938
-1967.4043,38,487.52211
-2161.71,21,487.522171
-2759.995,22,487.5888
-2302.5747,65,487.671457
-2839.967,23,487.688267
-1740.6326,62,487.868375
-1354.6464,23,487.901035
-2202.2588,401,487.901086
-4118.4927,39,487.91788
-2368.963,40,487.934645
-1845.348,42,487.951473
-2709.4622,22,488.031351
-1612.0814,52,488.09763
-5305.28,54,488.114384
-2603.9075,27,488.131
-1088.8999,143,488.147775
-2014.4182,138,488.164796
-2125.338,179,488.19801
-16980.053,300,488.247654
-2733.996,22,488.264242
-3000.0,25,488.280883
-2998.667,25,488.314534
-2039.8267,13,488.331131
-3065.2117,26,488.347899
-2633.5059,213,488.347942
-1704.4333,12,488.364687
-1839.8344,47,488.36473
-3293.1758,326,488.4144
-1798.9778,10,488.447313
-3054.146,26,488.527134
-2292.585,39,488.592665
-3027.6226,65,488.592722
-2629.9307,23,488.64235
-2519.637,19,488.65892
-2427.2183,30,488.691784
735.4883,401,488.741113
-3079.996,26,488.757208
-2120.0,14,488.82128
-1570.6796,48,488.821337
-3382.3271,30,488.854226
-2626.6555,57,488.870886
-1591.6035,37,488.920095
-1852.2826,49,488.936899
-2619.1729,23,488.969698
-3720.0,34,489.00279
-1936.6125,52,489.002837
-2759.999,22,489.019489
-3221.48,104,489.10148
-1889.3887,46,489.101562
-1956.9539,12,489.118073
-1932.0157,23,489.134706
-3079.9998,26,489.250004
-2701.7495,55,489.316054
-8280.673,401,489.316108
-1799.7637,65,489.31612
-2127.984,60,489.349028
-2811.8696,23,489.349076
-3151.6655,27,489.382674
-1388.2183,28,489.466054
-6269.5215,192,489.466114
-3195.958,29,489.482794
-2924.9866,46,489.499534
-2725.1475,52,489.499577
-1281.6924,27,489.578862
-5874.492,213,489.611495
-2487.5017,19,489.657362
-3917.3726,38,489.723555
-2114.1445,38,489.72361
-4039.9863,38,489.740363
-2736.5786,26,489.740407
-1163.6815,27,489.757261
-1562.4392,25,489.757305
-2786.7583,56,489.790421
-834.09875,256,489.839494
-1467.3596,22,489.85596
-2897.9531,24,489.888866
-4039.9175,38,489.938898
-2149.3083,42,489.938949
-3239.9731,28,490.037962
-3653.6592,38,490.087834
-4435.6924,43,490.087888
-2838.5898,23,490.104642
-3135.4775,40,490.121527
-1669.5637,11,490.121571
-4119.882,39,490.121583
-2983.2446,25,490.154833
-6633.8496,362,490.237648
-4039.9697,38,490.237704
-2919.9373,24,490.237717
-2273.6763,32,490.270653
-1523.2849,38,490.287327
-1782.1829,36,490.353049
-4550.1743,97,490.448368
-2785.1528,23,490.497794
-1081.3582,367,490.497844
-3079.9946,26,490.544291
2218.6594,401,490.544359
-2759.5269,22,490.593907
-2279.8906,16,490.610531
-3399.9866,30,490.643496
-3078.1387,26,490.660288
-2965.2285,57,490.660331
-3576.2139,101,490.676964
-3821.4658,38,490.709703
-3220.5105,28,490.726282
-1536.7583,49,490.742892
-3236.0774,43,490.806134
-2803.9976,37,490.838946
-2760.0,22,490.855368
-2114.288,62,490.871833
-1969.3315,37,490.888515
-2989.9937,25,490.903998
-2010.3273,13,490.919046
-1711.1167,26,491.033277
-2589.2231,236,491.049914
-3829.5327,36,491.131572
-1905.244,21,491.148432
-3640.0,33,491.1814
-3098.7246,40,491.197827
-2011.5048,24,491.297498
720.3778,401,491.330549
-2544.642,42,491.347207
-4119.955,39,491.363793
-2126.8818,43,491.475772
-2633.6672,21,491.492472
-2095.654,48,491.540305
-4115.526,39,491.606893
-2163.3599,41,491.60695
-3312.6812,67,491.639845
-2652.9995,22,491.656484
-2801.831,23,491.656526
1217.7574,401,491.673079
-2039.9624,13,491.689649
162.38214,401,491.755286
-5949.8916,116,491.788345
-1725.3218,23,491.821297
-3159.5908,27,491.87116
-2999.6912,25,491.904607
-1938.3789,58,491.904658
-1950.4115,47,491.90467
-1289.0071,19,491.921425
-4763.566,401,491.938161
-5055.0625,127,491.938204
-2752.9585,22,492.019879
-2901.7197,119,492.085229
-2253.8809,21,492.101759
-2737.35,22,492.151259
-2072.147,47,492.230725
-3584.1892,212,492.263685
-2834.2197,23,492.297111
-2759.906,24,492.297161
-3542.7178,224,492.297173
-1962.7966,84,492.363208
-3426.088,46,492.363261
-2010.9402,41,492.363274
-3450.582,31,492.44692
-4919.9995,49,492.446983
-2279.998,16,492.496733
-2034.2664,13,492.513499
-3317.9404,38,492.530663
-2039.9692,13,492.580187
-4890.9785,158,492.81052
-2390.21,23,492.8272
-2511.375,51,492.860112
-2530.7969,65,492.893219
-5437.8037,62,492.89327
-2171.711,25,492.910016
-3125.0698,51,492.926617
-2899.5195,44,493.025162
-3487.1492,44,493.025219
-1867.417,30,493.025231
-2090.2222,49,493.074781
-1929.9763,12,493.091568
-2352.9893,17,493.091613
-5604.5337,186,493.239327
-3159.6213,27,493.305887
-3079.996,26,493.454097
-2351.277,67,493.555473
-2224.9731,44,493.555535
-3540.5076,85,493.555548
-2252.1692,40,493.593583
-3444.336,31,493.593639
-3688.8271,35,493.608793
-3242.46,287,493.639679
-2495.1458,25,493.721425
-2948.0796,39,493.737527
-1629.2706,46,493.853719
-2390.5198,18,493.886789
-2811.1135,23,493.936323
-2809.9846,32,494.081313
-2041.798,54,494.130783
-4206.3535,44,494.180094
-2679.9985,21,494.229222
-4867.733,132,494.278062
-2240.0034,49,494.358385
-2839.684,23,494.456661
-9216.627,198,494.490122
-3458.1792,31,494.638319
-2580.613,31,494.687889
-2999.3467,25,494.68794
-3067.0564,52,494.704596
-1937.5388,105,494.754665
-3384.0776,30,494.853971
-2459.8813,23,494.870792
-1875.5248,11,494.870837
-4483.064,144,494.950447
-1719.0713,9,495.098948
-2480.1938,86,495.132171
-2176.5771,96,495.213346
-5362.6304,266,495.213402
-5800.0,60,495.213414
-3036.9387,39,495.279067
-5124.937,104,495.310501
-3033.79,36,495.341802
-1210.1494,214,495.42585
-2707.6938,22,495.45873
-2872.1309,25,495.621898
-3302.2705,59,495.671533
-3146.3113,27,495.753567
-2743.7432,22,495.786458
-1841.7318,69,495.999673
-2189.7593,48,495.999733
-3999.8127,150,496.049077
-2731.9907,46,496.095525
-2994.6614,38,496.242924
-2957.5156,70,496.275957
-3311.4375,32,496.309363
-2039.9949,13,496.30941
-5809.406,162,496.391701
-1957.2222,12,496.441116
-2499.8481,51,496.506443
-2839.2312,401,496.572214
-4665.707,262,496.67058
-2851.7969,26,496.703654
-3113.5232,232,496.703704
-2803.977,59,496.720638
-2773.3604,44,496.720679
-2983.6846,27,496.751202
-1493.6018,28,496.76761
-2439.192,18,496.800633
-1719.9995,9,496.850142
-1830.055,11,496.899187
-2971.6309,25,496.978435
-3718.8008,34,496.995089
-2140.164,15,497.011667
-4063.4902,133,497.044616
-5209.715,255,497.092725
-2118.8804,44,497.107763
-2761.9,26,497.124312
-2777.0393,350,497.141031
2101.2197,401,497.272011
-3010.5781,26,497.272072
-2906.4722,30,497.288662
-2903.686,24,497.288706
-2439.981,18,497.305223
-2838.4517,23,497.370803
-2884.893,45,497.404201
-2839.9995,23,497.517622
-2999.9697,25,497.534909
-2265.4468,48,497.534959
332.00922,401,497.600651
-1111.3824,21,497.616383
-2235.2957,26,497.712376
-5119.503,202,497.761777
-1719.8739,9,497.761831
-4356.4297,51,497.810771
-1140.6627,401,497.826036
-2211.2844,55,497.938864
-1405.6963,23,497.972116
-3847.356,202,497.988917
-3161.3794,78,497.988958
