#{"t_start": 1749861829.2679536, "env_id": "None"}
r,l,t
-1412.9711,94,314.199364
-2837.9512,23,314.23287
-2119.9973,14,314.248747
-3523.545,90,314.363796
-3673.1316,40,314.41402
-1382.7997,33,314.46417
-1719.8574,134,314.481121
-2225.518,27,314.481161
-2146.379,48,314.498467
-2438.2747,18,314.498509
-2969.0066,25,314.515372
-1799.3107,10,314.532403
-3383.0415,41,314.565961
-1209.6365,35,314.632802
-1879.9922,11,314.649643
-1719.9967,9,314.666498
-2144.7285,44,314.713738
-3729.7378,401,314.763999
-2030.8099,23,314.798365
-2587.1064,21,314.848047
-2818.6528,23,314.864871
-2706.8223,22,314.898471
-3229.1885,90,314.898518
-2839.9492,23,314.948725
-2200.0,15,314.965747
-1876.238,11,315.049532
-2595.0107,29,315.113961
-4039.3813,38,315.13097
2338.5645,401,315.165232
-2759.9973,22,315.21587
-2065.8503,65,315.266501
-2995.1172,32,315.330831
-3314.752,29,315.380336
-2839.9866,23,315.429869
-3388.957,71,315.429922
-1496.003,49,315.463734
-6609.847,79,315.46378
-2839.9995,23,315.49755
-2904.1099,24,315.531671
-1272.9553,80,315.565413
-2242.0273,22,315.582438
-3890.8447,49,315.582478
-1896.6702,169,315.599159
-2066.3047,14,315.61581
-2039.6195,13,315.649746
-1984.4443,59,315.64979
-4268.6357,146,315.763721
-2199.9846,15,315.830938
-4904.9136,116,315.830992
-2835.557,25,315.881635
-2520.234,20,315.915057
-2993.7268,25,315.948698
-1021.537,14,315.999344
-2678.6714,63,315.999393
-3075.941,26,315.999406
-2919.966,24,316.049676
-2931.4282,46,316.100009
-1991.0181,52,316.133721
-3848.9182,401,316.217687
-1202.2659,24,316.281871
-4257.0537,41,316.281922
-1211.1843,11,316.3152
-2754.3174,22,316.365276
-3187.105,28,316.3824
-1586.6592,57,316.382442
-3519.19,90,316.465867
-3399.7896,30,316.499526
-3779.0566,60,316.499572
-2295.207,17,316.499585
-1793.5383,41,316.516819
-2550.7678,56,316.550362
-2518.857,19,316.600669
-1611.31,33,316.60072
-1559.7568,7,316.617707
-1719.9878,9,316.651376
-2904.8208,24,316.71531
-2085.6995,22,316.732327
-2906.7383,46,316.76608
-2882.0122,68,316.78331
-1949.1003,12,316.850934
-2053.94,63,316.884763
-3137.7502,401,316.88481
-2671.9517,47,316.884823
-1988.7075,24,316.9188
-1549.7722,58,316.918847
-1699.7382,9,316.935762
-2759.9675,22,316.969397
-2759.9807,22,316.986249
-2630.5964,401,317.101771
-3432.147,40,317.133964
-1921.9196,14,317.1508
-3677.0518,34,317.167688
-2279.958,16,317.184565
-2579.3584,20,317.218067
-4499.747,141,317.251948
-3435.6445,31,317.251992
-3379.0615,30,317.269084
-1973.9855,43,317.269124
-2913.7148,24,317.286219
-1960.738,49,317.319912
-2881.4595,24,317.370129
-2951.7617,68,317.421274
-1585.2344,9,317.438337
-1953.1642,12,317.470158
-3428.3428,45,317.470203
180.44823,401,317.502395
-2595.627,20,317.519319
-2633.5054,22,317.536258
-2759.9937,22,317.618529
-1788.6025,10,317.633753
-2807.8586,42,317.684083
-2364.2524,47,317.717686
-1766.9529,24,317.767947
-5314.5938,58,317.851703
-2833.087,23,317.851754
-3648.3352,96,317.985526
-3721.6462,401,318.052774
-2439.9995,18,318.070022
-2783.4087,58,318.070063
-3397.4597,32,318.070075
-4037.1653,38,318.137345
-2810.0015,44,318.154364
-1636.4718,8,318.188384
-3799.935,35,318.205326
-3636.2478,33,318.238681
-2071.7036,61,318.339357
-4999.7266,50,318.473198
-2917.521,24,318.473258
-2127.8762,17,318.489938
-2428.8108,18,318.540553
-1987.5645,49,318.540602
-2774.3594,25,318.607647
-4024.58,38,318.624608
-2759.1047,22,318.705531
-4834.482,51,318.705585
-6747.7925,401,318.722546
-2943.68,401,318.770616
-2151.8567,92,318.786989
-4990.4756,81,318.787035
-2679.8896,21,318.821336
-4192.8037,147,318.838345
-2062.4985,25,318.90678
-5576.0654,98,318.906844
-2359.6382,17,318.998708
-2779.8909,108,319.033864
-2360.3496,64,319.147093
-1995.0096,13,319.246652
-2760.0,22,319.280091
-2661.3843,22,319.280134
-1781.458,34,319.297179
-2999.5405,25,319.413142
-4119.1284,39,319.446716
-2998.8608,97,319.479312
-2177.2861,15,319.494541
-3821.048,401,319.541553
-2305.9468,47,319.574129
5213.505,401,319.623689
-2504.1265,29,319.623735
-3651.6045,69,319.623748
-2679.8333,21,319.640772
-3832.5896,50,319.674062
-2833.5872,25,319.69094
-4048.474,59,319.690979
-2372.173,70,319.707746
-2765.8584,401,319.707784
-2152.4458,18,319.740997
-3346.7217,58,319.741039
-1897.2725,12,319.823779
-2028.9614,13,319.857293
-3959.9907,37,320.02272
-3239.9998,28,320.089144
-3121.6318,27,320.122505
-8258.908,401,320.122549
-4036.4685,38,320.122561
-2854.414,25,320.155979
-2519.9993,19,320.17288
-4044.2148,81,320.172919
-3941.8618,37,320.18972
-2743.7256,127,320.189758
-1625.3455,8,320.256042
-3053.4236,26,320.256091
-2569.2788,62,320.305603
-4120.0,39,320.338718
-1115.2638,55,320.388416
-4279.923,41,320.388462
-2199.9998,15,320.405127
-4296.141,109,320.421846
-1334.9999,43,320.455094
-1959.9828,12,320.535167
-2719.0625,55,320.535228
-2748.7563,23,320.568251
-2839.9165,23,320.568294
-1647.2216,26,320.683619
-4438.315,43,320.733391
-1382.0381,37,320.733442
-2115.275,22,320.750584
-2674.976,21,320.767298
-2935.0728,30,320.800556
-2554.5234,28,320.850631
-2097.0415,71,320.867427
-2646.6614,28,320.867465
-4006.9883,38,320.88422
-5080.0,51,321.017174
-2868.5579,51,321.017229
-4417.736,355,321.082273
-3100.2734,39,321.098144
-4576.633,61,321.098187
-2516.9517,19,321.114929
-2757.5544,22,321.131835
-6364.235,401,321.165017
-1799.9219,10,321.181654
-1229.2032,29,321.231201
-3478.9365,31,321.247907
-2839.9712,23,321.247947
-1959.3062,12,321.281117
-3818.4917,97,321.314229
-1959.138,12,321.363957
-4839.8945,48,321.364005
-2597.996,42,321.38096
-3708.2866,41,321.41392
-2859.6472,277,321.463856
-2748.8599,22,321.463907
-2759.9492,22,321.46392
-916.03436,23,321.494955
-2319.13,58,321.495001
-2484.53,32,321.54388
-1490.6256,17,321.639056
-1795.6716,18,321.704292
-3079.628,26,321.73778
-2078.844,223,321.836573
-3879.9387,36,321.836626
-1711.8423,9,321.853335
-3459.0493,31,321.886273
-1526.2664,63,321.919288
-2220.7432,65,321.919331
-4519.985,44,321.968921
-3239.7754,28,322.00198
-2082.46,53,322.002026
-3475.5015,31,322.002038
-2211.1494,70,322.019094
-2832.8926,23,322.019131
-2279.5688,16,322.100964
-12189.655,401,322.134029
-5351.466,304,322.18299
-4560.7583,58,322.232255
-1819.3965,64,322.232303
-2453.6443,64,322.281838
-3042.1506,52,322.314884
-3630.883,58,322.314928
-3922.5588,37,322.447125
-2678.6782,21,322.479719
-1954.4131,12,322.510112
-2668.6553,22,322.543665
-4477.7026,44,322.609727
-2839.5996,23,322.609775
-2600.0,20,322.609788
-2919.9395,24,322.626871
-4166.5557,40,322.676656
-2489.668,47,322.693501
-2659.5073,21,322.793316
-2519.9998,19,322.827008
-6273.354,164,322.827052
-5437.775,256,322.860314
-2685.0225,58,322.876964
-2353.8433,63,322.893404
-4853.9956,142,322.910203
-2599.3696,20,322.943517
-2758.0886,92,323.009627
-2615.4253,24,323.009678
-1737.1022,10,323.058788
-2839.657,23,323.075123
-981.92096,28,323.14044
-2535.8032,20,323.157251
-5198.158,54,323.206715
-2278.8623,16,323.206762
-3607.477,106,323.206775
-1719.989,9,323.223533
-4334.2065,46,323.306485
-2838.6206,23,323.389536
-1557.4683,25,323.47229
-2759.9111,22,323.502066
-3913.0498,42,323.518805
-2180.874,56,323.535671
-2111.3303,68,323.601327
-2679.8423,21,323.651041
-2490.0347,19,323.700385
-3202.0488,401,323.799016
-2805.6196,63,323.89774
-3967.5322,135,323.964126
-1973.5822,28,323.980901
-4138.3027,119,323.980944
-2041.501,47,323.980957
-5310.871,68,323.997417
-2505.6763,49,324.014098
-3685.0564,40,324.129389
-2414.481,76,324.162884
-7851.0293,401,324.162931
-2839.9797,23,324.179367
-1709.0215,47,324.278526
-5629.0776,142,324.341834
-2088.4702,70,324.358418
-898.0262,53,324.474559
-1770.4163,20,324.504585
-2902.9028,52,324.504632
-4039.9253,38,324.521525
-4039.6687,155,324.521569
-2100.474,63,324.571221
-4439.8516,43,324.670041
-2305.5059,42,324.670095
-2999.4302,25,324.687052
-2535.2278,21,324.687089
-3614.7034,37,324.769087
-9288.058,401,324.78594
-4197.789,40,324.785978
-4778.329,48,324.802664
-3294.6533,29,324.83618
-2837.227,23,324.852948
-1705.8054,10,324.935553
-2302.486,59,324.952796
-3159.974,27,324.952836
354.8013,401,325.161007
-3043.0942,42,325.194206
-1701.3945,47,325.293258
-3319.9998,29,325.310195
-1709.1527,9,325.310236
-2505.604,22,325.310248
-2166.8857,39,325.327071
-3469.9753,31,325.360328
-2005.9658,45,325.410342
-4680.631,54,325.460796
-2081.0078,14,325.540535
-3214.585,55,325.590121
-2552.8848,49,325.59017
-3963.2559,41,325.606791
-3286.58,44,325.668982
-3399.062,30,325.685315
-2815.1985,26,325.784504
-3239.9658,28,325.784559
-2668.4658,66,325.867785
-3455.5188,385,325.884577
-6279.955,66,325.884616
-3345.6772,31,325.917675
-2418.3584,44,326.016862
-2119.9736,14,326.016916
-2982.0964,47,326.08042
-4439.9893,43,326.160114
-2999.9734,25,326.193529
-2265.115,103,326.210275
-1757.5222,35,326.243654
-2838.8499,23,326.260403
-2439.8145,18,326.308008
-1719.9988,9,326.356946
-2776.7095,24,326.406719
-2946.6675,50,326.423401
-1831.0073,24,326.474638
-3959.8535,37,326.5243
-2021.38,58,326.541295
-3070.055,58,326.541336
-4919.999,49,326.671544
-1332.6539,40,326.849413
-4119.995,39,326.882559
-1634.5457,26,326.899254
-2911.7275,24,326.915913
-3764.6724,35,326.979237
-1708.5745,21,327.01251
-3397.98,30,327.02927
-2345.6082,106,327.046074
-1117.816,401,327.129106
-5399.9565,55,327.212279
-2611.3804,56,327.278637
-2225.2183,32,327.443462
-2053.79,46,327.652204
-3346.063,52,327.702134
-2934.6182,113,327.735401
-3639.9998,33,327.752283
-3021.6353,63,327.917246
-1978.6731,401,328.045334
-2849.692,39,328.07854
-2193.9297,59,328.095648
-3372.8677,34,328.210811
-2336.7358,62,328.293887
-3622.4055,82,328.377034
-3376.7537,30,328.410244
-2429.8855,21,328.426958
-2065.8547,124,328.460207
-2838.0166,23,328.475834
3340.0422,401,328.590143
200.87653,401,328.590199
-1910.3474,401,328.689409
-1770.7686,17,328.705805
-2555.155,59,328.722092
-6120.0,64,328.755185
-2491.4727,21,328.755231
-2607.9126,22,328.821358
-2788.836,66,328.821407
-4453.6743,195,328.887639
-2577.6465,58,328.99993
-2068.5479,29,329.164423
-4356.9434,42,329.164483
-1873.0599,11,329.181512
-3879.999,36,329.181551
-3319.9253,29,329.198365
958.22015,401,329.214967
-2180.6565,31,329.264603
-3879.9993,36,329.297725
1299.1412,401,329.380673
-5269.121,347,329.3974
-2505.8586,53,329.464157
-2990.8633,40,329.544533
-2793.0586,23,329.56297
-7284.374,401,329.596918
-3080.0,26,329.693258
-934.0917,21,329.726322
-2679.9807,21,329.743069
-7679.209,401,329.74311
-1754.2549,11,329.776188
-2291.7964,63,329.792728
-3060.754,401,329.80913
-4119.996,39,329.842149
-2388.6206,44,329.890955
-3720.44,69,329.955973
-3712.3774,42,329.988557
-3051.5156,28,330.004869
-4999.047,106,330.03733
-5305.417,54,330.070019
-4039.9473,38,330.08661
-2560.245,54,330.103128
-3319.6772,29,330.217485
-1860.5474,11,330.250222
-2359.6853,17,330.282845
-3145.166,128,330.315622
-3997.4343,38,330.458855
-4151.7437,216,330.524407
-3786.4106,104,330.524463
-1525.6216,60,330.541035
-2119.609,14,330.541079
-2969.7083,401,330.557491
-2501.5242,401,330.573883
-3799.8574,35,330.606615
-2703.3591,33,330.639341
-3188.4927,58,330.639387
-3250.7202,47,330.656103
-5384.589,56,330.656144
-1596.2487,57,330.656179
-2747.859,39,330.720712
-8016.3755,401,330.737169
-1879.9846,11,330.754014
-2026.8716,13,330.768827
-2327.309,51,330.816221
-2519.889,19,330.832697
-1866.6543,37,330.849087
-4199.99,40,330.865406
-2679.9897,21,330.881782
-2519.8794,19,330.963263
-2265.8577,62,330.963317
-3074.748,26,331.060938
-2919.752,24,331.140837
-2599.9988,20,331.172257
-2510.4397,88,331.205705
-4439.819,43,331.222277
3139.389,401,331.239143
-3305.246,29,331.239185
-1462.9177,14,331.288619
-2759.9934,22,331.321523
-2638.72,24,331.354229
-3130.768,54,331.416189
-2423.969,49,331.449208
-3105.1128,61,331.449259
-2092.9148,39,331.466284
-1177.8423,270,331.466325
-2852.5095,51,331.466337
-1757.8469,53,331.466348
-5615.7183,142,331.482744
-2009.3695,13,331.53164
-2919.4563,24,331.596668
-2291.0786,48,331.596722
-1990.4646,54,331.613086
-1624.2788,21,331.629539
-2706.9883,335,331.646476
-3326.6636,57,331.646519
-3477.0571,31,331.743891
-2517.3547,21,331.806624
-2672.005,21,331.806682
-1996.988,13,331.823155
-2259.1343,17,331.872213
-3238.7646,28,331.902238
-2679.3335,27,331.902291
-2682.5713,30,331.9677
1642.7065,401,332.101758
-4839.997,48,332.135234
-2599.9224,20,332.151873
-1149.6548,44,332.167942
-1603.4955,36,332.234859
-2759.2627,22,332.268183
-2999.8452,48,332.383038
-5382.3755,58,332.414692
-2852.0305,43,332.513984
-3079.747,26,332.5835
-2353.9268,87,332.600708
-3479.6436,31,332.649977
-4759.9917,47,332.650019
-2873.6675,82,332.763498
-2418.1174,55,332.813514
-9378.332,401,332.830405
-2700.886,99,332.864054
-3159.9995,27,332.864095
-3399.8096,30,332.880921
-3177.795,50,332.931081
-4109.7197,48,332.965039
-4832.8003,196,333.015378
-1889.9572,27,333.032202
-2919.98,24,333.048934
-4010.7202,173,333.115373
-1431.4479,401,333.115421
-1121.0808,16,333.132329
-4119.999,39,333.248389
-2546.458,83,333.347242
-4788.14,48,333.446257
-5252.4346,57,333.462026
-3420.8833,313,333.509769
-3315.4307,29,333.509817
-2519.9856,19,333.561441
-3719.8018,34,333.578187
2214.6323,401,333.595083
-3380.7654,86,333.657012
-4517.224,48,333.672196
-4462.1543,47,333.705262
-2617.0857,57,333.70531
-3475.9058,31,333.852253
-2679.85,21,333.852315
-2965.3193,62,333.883828
-1912.394,50,333.929801
-5719.999,59,334.007708
-5319.996,54,334.007761
-2510.8018,72,334.007774
-2593.015,20,334.02389
-1682.8997,57,334.039579
-2660.5117,44,334.16194
-2734.7617,40,334.193011
-3564.4678,43,334.193058
-1475.8728,35,334.208721
-2115.7456,42,334.239311
-1939.8274,15,334.269644
-2240.4353,224,334.300495
-1791.3853,31,334.408863
-3398.981,30,334.485908
-3734.7136,291,334.516971
-2591.475,20,334.549327
-3889.211,37,334.582194
-4419.611,66,334.628471
-3394.4233,30,334.660426
-3117.8713,65,334.69245
-1380.9054,13,334.725526
-1894.4921,46,334.725574
-4903.01,49,334.773407
-3426.2112,195,334.789239
-2235.704,16,334.805648
-6265.894,243,334.821741
-3780.706,65,334.87318
-3897.3035,37,334.890111
-1825.861,12,334.923648
-1234.7625,50,335.007779
-2279.9878,16,335.071487
-1867.7876,53,335.118819
-6183.5947,66,335.219033
-8039.999,88,335.252662
-1136.77,13,335.335893
-3037.7827,53,335.352926
-3426.7954,104,335.369158
-1982.9143,45,335.369203
-3960.355,44,335.416645
-3159.2498,27,335.449944
-1440.9939,33,335.465843
-1464.9701,42,335.465881
-2443.7026,40,335.481588
-2519.9941,19,335.561821
-3899.951,43,335.59377
-4919.9717,49,335.593831
-1242.7268,62,335.593843
-1932.4194,110,335.640934
-5239.903,53,335.735288
-5476.368,262,335.782759
-1873.831,44,335.782809
-3215.9683,28,335.860806
-1106.5864,23,335.953355
-3429.0967,31,335.969082
-4438.808,43,336.015975
-3239.9385,28,336.032088
-2211.3706,42,336.03213
-4919.9995,49,336.126053
-4599.9995,45,336.157737
-1894.3743,47,336.297841
-3956.5298,37,336.314958
-2152.1975,66,336.365402
-2759.5684,22,336.399092
-2504.7725,19,336.432669
-1961.8022,60,336.516707
-1954.9519,49,336.669125
-4459.0317,52,336.669187
-1648.8195,21,336.719985
-3574.1895,302,336.804276
-2734.08,54,336.837981
-3882.3687,46,336.871982
-2001.8967,35,336.905702
-2452.9226,53,336.93922
-2508.6548,19,336.989584
-2302.0083,47,337.089787
-4441.385,50,337.089842
-1484.3215,29,337.157048
-2591.6145,59,337.207371
-2515.2646,48,337.24095
-1914.4944,58,337.373994
-2091.8032,106,337.390958
-3319.9792,29,337.424403
-3479.6567,31,337.424448
-3452.2134,401,337.490853
-3655.5293,34,337.558413
-6002.4756,172,337.575401
-4519.9106,44,337.609322
-2389.5205,28,337.624357
-2329.3652,34,337.658099
-2305.3652,49,337.658146
-3532.8936,396,337.773552
2205.3867,401,337.773609
-2671.6091,21,337.840261
-2337.233,45,337.840312
-2199.9944,15,337.873701
-4181.8887,40,337.907116
-3174.809,67,337.924258
-2934.0024,47,337.990966
-2833.5938,28,338.024036
-4199.691,40,338.04095
-3479.9854,31,338.087828
-1551.2317,22,338.204698
-2232.7896,36,338.204753
-5007.3867,52,338.28852
-775.8256,401,338.28857
-4039.9485,38,338.288583
-1442.289,24,338.322672
2394.2954,401,338.389525
-3639.9946,33,338.455979
-3479.96,31,338.506186
-4679.949,46,338.540047
-2362.6035,248,338.575437
-2712.172,61,338.672227
-2675.0708,55,338.689284
-3621.948,203,338.807747
-3898.7407,38,338.840533
-3060.4224,34,338.85735
-2103.7751,14,338.90597
-7506.1367,401,338.9223
-4949.5645,61,339.050569
-2176.5562,50,339.114703
-4199.998,40,339.163187
-2430.156,18,339.195653
-2009.2617,267,339.21206
-2903.979,32,339.212098
-1849.9951,11,339.228425
-1958.733,12,339.308125
-4847.4683,90,339.322963
-2246.5835,30,339.339075
-2172.0608,55,339.355266
-2930.1519,63,339.419735
-1168.5118,401,339.452306
-2172.0889,15,339.56412
-2119.9995,14,339.564178
-4199.1543,40,339.56419
-2651.656,83,339.5642
-2734.3557,25,339.595846
3488.6833,401,339.595892
-2109.312,79,339.61207
-3707.351,134,339.628287
-3399.986,30,339.644463
-1703.2886,9,339.739503
-2303.8613,19,339.8669
-2519.9514,19,339.866958
-4039.9954,38,339.914474
-2746.51,22,339.946644
-2830.7046,23,339.978258
-4760.0,47,339.978304
-3939.6743,401,340.058735
-2599.302,20,340.058789
-2059.7266,49,340.197616
-1930.9241,40,340.197673
-3189.7905,174,340.23018
-2203.4033,37,340.230228
-2640.4634,57,340.262565
-2718.4417,66,340.262612
-2608.1846,21,340.278207
-2748.6836,43,340.310346
-3771.586,49,340.342507
-1755.0281,59,340.389858
-2199.998,15,340.438115
-1741.8772,36,340.549668
-3559.962,32,340.565943
-1155.2347,33,340.581095
-2911.4531,24,340.661459
-3478.6675,31,340.758295
-2714.7764,50,340.774487
-3317.8638,29,340.806403
3234.4807,401,340.806456
-2349.5698,17,340.822884
-4044.1943,39,340.887603
-3852.5378,62,340.904378
-4496.051,271,340.953424
-1821.3914,35,341.002097
-1639.9924,8,341.018518
-3866.2417,316,341.035121
-2839.269,23,341.132592
-1185.5245,9,341.149128
-3959.1562,58,341.165464
-2677.0508,82,341.181929
-2309.7073,50,341.198377
-2637.421,65,341.361235
-1892.7203,48,341.361298
-1959.9999,12,341.377825
-3360.621,33,341.442724
-4279.9917,41,341.475056
-2308.7905,42,341.491631
-1742.9911,35,341.523365
-2332.1196,52,341.617949
-3143.5586,27,341.632729
-1799.9248,10,341.648552
-3167.8857,90,341.648599
-1848.8591,51,341.648611
-2811.232,23,341.746761
-2258.245,45,341.74682
-2336.8218,67,341.746833
-4386.7607,344,341.746844
-2736.5764,75,341.780082
-2398.074,20,341.845527
-2677.458,25,341.84558
-4786.253,51,341.862066
-1799.799,10,341.943428
-2250.1714,50,341.95985
-4190.4287,52,341.976241
-1179.9867,11,342.025009
-2399.729,26,342.05761
-2388.8901,41,342.139104
-2039.8877,13,342.155508
-5004.6323,51,342.188141
743.35205,401,342.220885
-1122.1501,39,342.286376
-2477.7004,21,342.400164
-2039.4542,13,342.432952
-3159.318,27,342.46581
-2808.1572,45,342.482252
-2475.2683,46,342.498567
-2368.8613,47,342.515289
-2985.1802,55,342.515338
-4485.7974,45,342.578276
-4257.219,43,342.675903
-6107.163,64,342.692384
-3232.4773,60,342.72507
-2764.822,71,342.806941
-2180.7256,61,342.855748
-2038.8582,43,342.888761
-2999.8203,25,342.986056
-3623.4375,33,343.019268
-3047.6191,61,343.150426
-2850.103,40,343.167026
-1875.9177,28,343.183681
-4253.682,42,343.183723
-4133.9717,43,343.216691
-3283.084,46,343.216741
2253.1973,401,343.265724
-3370.9917,52,343.282294
-4031.959,38,343.315068
-4039.635,38,343.478635
-2521.7769,22,343.511471
-2691.2585,46,343.557519
-2644.4531,42,343.574372
-4881.278,88,343.574415
-1876.4232,61,343.672696
-4421.632,154,343.672755
-3072.371,26,343.689407
-1879.3545,11,343.755158
-3399.4922,30,343.771791
-2043.4458,53,343.854205
-2839.8633,23,343.952398
-2592.519,20,344.018107
-1217.5574,49,344.018169
-4111.5073,299,344.051429
-2354.8257,63,344.051479
-2766.7432,25,344.084613
-2281.4443,55,344.216244
-2118.7314,45,344.249221
-3348.2498,47,344.24927
-4503.903,44,344.282402
-3241.604,143,344.298872
-3788.3496,70,344.331608
-1319.7,18,344.380641
676.00757,401,344.397252
-2802.7217,24,344.41385
-7169.3506,401,344.543657
2137.0205,401,344.609014
-6371.4287,356,344.609067
-1838.3419,60,344.658069
-2817.604,23,344.67489
-3123.4443,27,344.724242
-1218.1198,24,344.773383
-2426.2383,47,344.788548
-587.6087,401,344.803959
-2637.9702,21,344.95091
-1908.8379,380,344.96739
1803.8617,401,345.04915
-4519.767,44,345.049206
-2920.808,25,345.065974
-3229.7969,50,345.066017
-1241.4265,401,345.082811
-2663.915,42,345.099417
-2634.636,77,345.115937
-4413.6694,122,345.213626
-2763.816,32,345.246397
-3399.9978,30,345.262989
-2855.5972,53,345.263031
-1466.9104,65,345.279487
-2185.0374,43,345.312192
-2963.6,40,345.328956
-3144.0486,33,345.3455
-2613.5454,86,345.36196
-2721.0298,22,345.411016
-2487.246,71,345.411065
-2919.9963,24,345.476286
-2999.9897,25,345.476339
-4105.3657,43,345.493116
-3808.9028,88,345.493157
-1414.9106,24,345.49317
-3995.8574,41,345.625053
-1396.6912,14,345.639789
-2199.7292,15,345.721596
-3540.153,46,345.721655
-2839.5605,23,345.782536
-2143.292,50,345.863555
-2616.753,23,345.863616
-2999.9988,25,345.896242
-4112.3027,39,345.912695
-1477.0508,40,345.994362
-1420.0745,43,346.059871
-3550.6055,51,346.076602
-5719.9814,59,346.076646
-2679.872,21,346.125892
-2358.4912,17,346.14244
-4277.3584,41,346.158977
-2679.9995,21,346.240895
-3506.822,40,346.273908
-4137.395,41,346.306873
-3307.858,31,346.372287
-150.10466,401,346.389142
-2363.6387,20,346.405669
-974.66266,24,346.454873
-3098.1797,206,346.536837
-11213.224,321,346.602358
-1998.3901,13,346.667979
852.54785,401,346.766022
-2369.0354,89,346.782602
-1971.1943,225,346.864323
-2392.1018,41,346.946603
-2165.1038,44,346.963513
-1054.6604,14,346.99657
-1234.9302,43,347.078274
-3319.1619,37,347.209391
-3667.785,36,347.258667
-2044.7502,72,347.340543
-2972.849,50,347.357295
-2759.957,22,347.357339
-4036.231,38,347.406664
-3014.3555,79,347.423215
-2359.9329,17,347.488945
-1356.5706,90,347.619592
-1867.5667,27,347.698839
-2519.3022,19,347.731807
-2598.6538,20,347.731858
-2716.6035,45,347.810683
-2852.293,54,347.843745
-2463.9429,59,347.909377
-2629.4126,44,348.056727
-2279.891,16,348.073563
-4039.7239,38,348.1069
-2516.6572,32,348.221337
-2208.4805,41,348.285465
-2518.538,38,348.351079
-4039.998,38,348.351134
-2700.8723,163,348.383996
-3292.8079,67,348.449363
-2675.1206,70,348.495219
-2199.9993,15,348.528321
-4119.949,39,348.544845
-2999.8784,25,348.626946
-1236.9519,13,348.758197
-1339.3618,26,348.80733
-1927.092,29,348.823855
-2722.5234,30,348.840672
3494.5024,401,348.840717
-3080.0,26,348.92345
-5368.9556,212,348.940147
-3617.372,161,348.940192
4897.13,401,348.956843
-3545.66,32,348.973706
-1111.2256,28,349.302503
-2759.9954,22,349.318378
-3553.1064,32,349.333552
-2397.8914,51,349.366288
-3159.783,27,349.382983
-4787.8516,51,349.4654
-2792.9343,47,349.531141
-8200.0,90,349.547808
-4996.065,271,349.645409
-2992.4976,45,349.662055
-1419.7236,21,349.678985
-1263.1368,9,349.67903
-2066.4307,53,349.695649
-2949.5898,103,349.79411
-1960.0,12,349.876148
-1283.8896,9,349.942245
-3024.7139,63,350.007963
-3730.1,266,350.073572
-1942.009,48,350.106678
-1792.8661,18,350.172697
-2140.5557,45,350.205801
-2515.2163,19,350.254972
1457.3661,401,350.32046
-2168.8574,47,350.320514
-4345.4023,42,350.337238
-4817.7275,401,350.337283
-2199.8738,15,350.353798
-3056.2007,61,350.386853
-2103.3801,14,350.403415
-3454.9844,89,350.403462
-2739.7476,26,350.502017
-1809.4226,332,350.502073
-3573.6108,52,350.518661
-3831.6875,396,350.535393
-2679.9736,21,350.552093
-3945.001,76,350.552139
-975.33466,12,350.601208
-4560.581,108,350.616952
-1959.9565,12,350.694057
-4263.5156,179,350.773034
-3776.5007,35,350.896739
-2759.9949,22,350.8968
-2839.972,23,350.91299
-1971.7329,42,350.928939
-4120.0,39,350.959248
-2599.9905,20,351.005779
-3847.4321,47,351.068092
-1392.051,47,351.068144
-1990.7722,29,351.068157
-1522.3304,401,351.083571
-3079.5464,26,351.177503
-1707.1057,43,351.192997
-1440.1554,55,351.22368
-3082.092,96,351.223727
-2732.8003,23,351.269428
-2598.3867,20,351.269482
-3347.6863,48,351.284647
-2519.998,19,351.300211
-1049.2235,15,351.300255
-4518.34,60,351.330968
-1601.0912,56,351.376827
-3380.3838,31,351.37688
-2759.1086,22,351.518964
-2839.9683,23,351.649995
-4919.829,49,351.699395
-6896.3984,399,351.748406
-3279.188,31,351.765183
-3023.4448,44,351.765229
-2585.1448,44,351.782009
681.42664,401,351.782053
-146.10431,401,351.831264
-2238.3088,21,351.864268
-3214.6055,31,351.880929
-4003.837,41,351.962659
-4207.9546,49,352.011727
-969.8651,8,352.011783
-2519.9993,19,352.077732
-4156.423,53,352.077786
-1494.2362,51,352.094155
-2962.772,25,352.11067
-2708.1917,58,352.127018
-2018.102,49,352.127066
-2917.384,24,352.25803
-2358.3674,60,352.356294
-4672.1562,46,352.403798
-7428.6353,401,352.435571
-8135.627,401,352.518282
-2633.9187,45,352.518348
-5209.8096,120,352.518361
-2101.8428,76,352.53545
-3239.9497,28,352.568663
-1789.4268,10,352.568712
-1913.824,49,352.585231
5432.0986,401,352.601751
-3129.166,36,352.601794
-2780.8223,55,352.651032
-1958.6304,12,352.716402
-925.7979,10,352.732991
-2786.7434,41,352.749561
-2042.0115,51,352.799361
-3639.5566,33,352.799414
-4600.0,45,352.815792
-4211.7407,45,352.865279
-4090.5364,45,352.865333
-565.0197,401,352.914602
5196.2524,401,352.931201
-3311.2856,29,353.009764
-2131.679,57,353.026551
-2889.099,31,353.092233
-2665.497,22,353.108968
-2316.363,40,353.222955
-3117.5488,37,353.337209
-3399.9846,30,353.353728
-2368.5786,28,353.370332
579.6317,401,353.386809
-3199.7842,49,353.403187
-2714.6235,32,353.452302
-1879.9923,11,353.517486
-1666.3798,10,353.517548
-2302.567,26,353.534721
-2551.3923,45,353.534768
